Close Date,Created Date,New Logo,Compagnie Region,Type,Stage,Billing Plan,Opportunity ID (18 Digit), ACV , Discount Amount , Amount , Net Amount 
9/2/15,8/19/15,0,North America,Partner - OnPremise Product,Closed Lost,,34822218407983600000,       ,,       ,       
2/12/16,8/25/15,0,North America,Partner - OnPremise Product,Closed Lost,,55101955713540900000,17900,,17900,17900
2/12/16,10/19/15,0,North America,Partner - OnPremise Product,Closed Lost,,94279608759534600000,17900,,17900,17900
11/3/15,9/14/15,0,North America,Partner - OnPremise Product,Closed Lost,,80907031515061300000,17900,,17900,17900
9/30/15,9/29/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,25907332681076100000,17005,895,17900,17005
3/31/16,8/19/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,72308136575438200000,15000,21000,66000,45000
10/14/15,8/13/15,0,North America,Partner - OnPremise Product,Closed Lost,,81282326005416100000,17900,,17900,17900
2/12/16,8/25/15,0,North America,Partner - OnPremise Product,Closed Lost,,35801497039559500000,17900,,17900,17900
10/15/15,10/12/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,13277891685119900000,17900,,17900,17900
2/12/16,10/13/15,0,North America,Partner - OnPremise Product,Closed Lost,,13582787090916900000,17900,,17900,17900
2/12/16,8/19/15,0,North America,Partner - OnPremise Product,Closed Lost,,13538331142102800000,17900,,17900,17900
2/12/16,9/3/15,0,North America,Partner - OnPremise Product,Closed Lost,,34910236644475600000,17900,,17900,17900
10/20/15,8/26/15,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,88258652380558500000,13425,13425,53700,40275
10/16/15,10/16/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,62424934346250900000,17900,,17900,17900
9/23/15,8/14/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,81509031590492500000,18582,18582,74328,55746
9/30/15,9/29/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,35004263244536500000,17005,895,17900,17005
9/30/15,9/25/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,40870902986541100000,13425,13425,53700,40275
2/12/16,10/28/15,0,North America,Partner - OnPremise Product,Closed Lost,,22955192177345500000,17900,,17900,17900
11/3/15,8/4/15,0,North America,Partner - OnPremise Product,Closed Lost,,31755481259003500000,31680,,31680,31680
9/30/15,9/30/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,28669891031500000000,15215,8055,53700,45645
11/16/15,11/10/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,16940882673949700000,17900,,17900,17900
9/10/15,9/3/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,46320472196441100000,13425,13425,53700,40275
2/12/16,10/28/15,0,North America,Partner - OnPremise Product,Closed Lost,,46572400448525400000,17900,,17900,17900
12/14/15,9/14/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,96753539927801700000,15215,8055,53700,45645
7/5/16,11/5/15,0,North America,Direct - OnPremise Product,Closed Lost,,40208938431771500000,32000,,32000,32000
6/22/16,11/4/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,5 Years,89074294413662100000,17600,72000,160000,88000
8/1/16,11/18/15,0,North America,Partner - OnPremise Product,Closed Lost,,77247399889910000000,22000,,22000,22000
2/12/16,12/18/15,0,North America,Direct - OnPremise Product,Closed Lost,,14110078553802900000,17900,,17900,17900
12/21/15,8/19/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,49830000183124600000,16110,21480,69810,48330
12/17/15,11/25/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,21680663525824400000,15215,24165,69810,45645
12/23/15,11/3/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,89879395014279900000,17900,5370,23270,17900
12/28/15,12/28/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,52805473046102600000,16110,14320,46540,32220
12/30/15,8/25/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,73229376296304100000,17900,5370,23270,17900
12/22/15,10/6/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,97970047665758100000,14320,26850,69810,42960
12/22/15,12/21/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,78788445083887400000,17900,5370,23270,17900
12/31/15,11/3/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,89429683114706800000,14320,10740,53700,42960
12/31/15,10/27/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,23218390908896400000,17600,13200,66000,52800
12/31/15,8/7/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,81089085933790300000,35800,10740,46540,35800
12/30/15,11/10/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,17049170089556300000,14320,26850,69810,42960
12/30/15,11/6/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,21078413506684700000,14320,26850,69810,42960
12/30/15,11/12/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,39663419465903400000,15215,24165,69810,45645
12/31/15,8/17/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,5 Years,86703416631978000000,15215,40275,116350,76075
12/30/15,12/8/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,57831420892729700000,25344,19008,95040,76032
2/8/16,1/8/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,97591694392151500000,17900,5370,23270,17900
6/24/16,11/6/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,16738353896124400000,20000,2000,22000,20000
1/26/16,12/29/15,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,93959307403288500000,22000,,22000,22000
1/29/16,1/27/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,71081586049515100000,17600,13200,66000,52800
3/31/16,2/7/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,17221924396582200000,18000,4000,22000,18000
3/21/16,2/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,91298595506222900000,144000,,144000,144000
6/8/16,2/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,20444333329013500000,49000,,49000,49000
3/4/16,2/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,69452535429108300000,22000,,22000,22000
3/31/16,2/7/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,5 Years,84767691536377800000,26250,243750,375000,131250
6/8/16,2/12/16,0,North America,Partner - OnPremise Product,Closed Lost,,86278172962674200000,49000,,49000,49000
2/29/16,2/12/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,50337522907192000000,17900,5370,23270,17900
6/8/16,2/12/16,0,North America,Partner - OnPremise Product,Closed Lost,,13392611865052900000,32000,,32000,32000
3/31/16,2/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,36969084035480200000,16500,11000,44000,33000
4/28/16,2/22/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,57484453818603900000,19200,12800,32000,19200
3/14/16,2/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,49049594729732000000,22000,,22000,22000
3/10/16,2/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,63354805730529100000,17600,13200,66000,52800
3/31/16,3/4/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,65090217634332600000,14300,23100,66000,42900
4/4/16,3/4/16,0,North America,Partner - OnPremise Product,Closed Lost,,29266603188044500000,22000,,22000,22000
3/9/16,2/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,17726397106775800000,22000,,22000,22000
3/31/16,3/11/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,59464909153685100000,15190,101430,147000,45570
3/25/16,3/14/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,24227758605309600000,18700,3300,22000,18700
4/27/16,3/17/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,91304367363370700000,17950,12150,66000,53850
3/31/16,3/23/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,35475327762797300000,18240,41280,96000,54720
6/14/16,3/23/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,24648147759231400000,15400,19800,66000,46200
9/20/16,5/18/16,0,North America,Partner - OnPremise Product,Closed Lost,,35449543704430400000,22000,,22000,22000
6/30/16,5/31/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,5 Years,44311020456860800000,22050,134750,245000,110250
8/30/16,5/31/16,1,North America,Partner - Cloud Product,Closed Won - Paid,5 Years,18939390147495700000,60572,187500,375000,187500
9/20/16,6/2/16,0,North America,Partner - OnPremise Product,Closed Lost,,24122312370122900000,40000,,40000,40000
6/13/16,6/8/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,72795714930020200000,22000,,22000,22000
6/15/16,6/8/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,23714425154208700000,17920,14080,32000,17920
4/11/16,4/8/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,39838483389836900000,24500,73500,147000,73500
4/29/16,4/14/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,69510028184559800000,24500,73500,147000,73500
6/8/16,4/14/16,0,North America,Partner - OnPremise Product,Closed Lost,,51502272963961500000,22000,,22000,22000
6/8/16,4/22/16,0,North America,Partner - OnPremise Product,Closed Lost,,15663790440041500000,49000,,49000,49000
6/29/16,4/25/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,5 Years,94499420708261900000,12100,49500,110000,60500
4/26/16,4/26/16,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,94130384570071800000,32000,,32000,32000
5/19/16,5/4/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,89162853716285100000,16500,11000,44000,33000
6/9/16,5/4/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,21272709090667100000,88200,58800,147000,88200
9/20/16,8/29/16,0,North America,Partner - OnPremise Product,Closed Lost,,64116294645704200000,49000,,49000,49000
12/23/16,9/20/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,20845016396684900000,30778,18000,66000,48000
12/30/16,7/19/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,90198071964918500000,38666,28800,96000,67200
1/17/17,7/19/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,69805893144200500000,49000,,49000,49000
9/30/16,7/19/16,1,North America,Partner - Cloud Product,Closed Won - Paid,5 Years,18739201549495300000,47294,98000,245000,147000
12/20/16,7/21/16,0,North America,Partner - OnPremise Product,Closed Lost,,11584234240898800000,32000,,32000,32000
8/12/16,7/22/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,64654563088196600000,58201,110250,225000,114750
9/13/16,8/12/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,5 Years,38411321489880700000,17160,24200,110000,85800
12/6/16,8/15/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,73232221184605800000,36667,37000,147000,110000
3/20/17,8/15/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,19913824199559100000,18000,4000,22000,18000
9/28/16,8/15/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,77297013873596900000,17600,8800,44000,35200
12/29/16,9/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,49672055461056900000,24000,24000,96000,72000
11/16/16,9/22/16,0,North America,Partner - OnPremise Product,Closed Lost,,21676334399252400000,49000,,49000,49000
10/27/16,9/22/16,1,North America,Partner - Cloud Product,Closed Won - Not Paid,5 Years,12236044657793800000,35708,60000,160000,100000
4/5/17,10/17/16,0,North America,Partner - OnPremise Product,Closed Lost,2 Years,16797439667265500000,37500,,75000,75000
3/1/17,10/21/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,37548343761604600000,25000,,25000,25000
7/5/17,5/10/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,69865600517155100000,28700,19800,66000,46200
1/20/16,9/8/15,0,North America,Partner - OnPremise Product,Closed Lost,,61122836265973200000,32000,,32000,32000
4/14/16,8/11/15,0,North America,Partner - OnPremise Product,Closed Lost,,29489453979088000000,32000,,32000,32000
10/22/15,8/11/15,0,North America,Partner - OnPremise Product,Closed Lost,,10631709817481100000,200000,,200000,200000
11/17/15,8/14/15,0,North America,Partner - OnPremise Product,Closed Lost,,83734958685583000000,32000,,32000,32000
11/12/15,11/8/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,93133974178018100000,33834,12545,114048,101503
1/20/16,9/15/15,0,North America,Partner - OnPremise Product,Closed Lost,,46189586400926200000,17900,,17900,17900
3/29/16,12/18/15,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,10122136999756800000,60000,,60000,60000
1/20/16,10/30/15,0,North America,Partner - OnPremise Product,Closed Lost,,91418160002715800000,32000,,32000,32000
11/6/15,10/15/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,62470506599933600000,26928,14256,95040,80784
12/28/15,9/11/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,87239170989856800000,45460,40914,177294,136380
12/31/15,8/10/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,44825234232864100000,15215,24165,69810,45645
2/2/16,11/18/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,31786565417465500000,29440,2560,32000,29440
12/22/15,11/17/15,0,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,27061437383368400000,20000,2000,22000,20000
4/14/16,10/14/15,0,North America,Partner - OnPremise Product,Closed Lost,,69030990741326100000,32000,,32000,32000
6/29/16,2/25/16,0,North America,Partner - Cloud Product,Closed Lost,3 Years,33514932994254400000,89432,40500,225000,184500
4/17/16,3/31/16,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,79707283038958900000,       ,,       ,       
11/28/16,11/10/16,0,North America,Direct - OnPremise Product,Closed Lost,,63285057106303600000,22000,,22000,22000
12/22/16,11/15/16,0,North America,Direct - OnPremise Product,Closed Lost,,60444145242071600000,22000,,22000,22000
7/5/17,11/16/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,85484172427546600000,49000,,49000,49000
1/31/17,11/17/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,67687714132513000000,32000,,32000,32000
4/5/17,11/18/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,96087736864887500000,22000,,22000,22000
3/27/17,11/21/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,99607632316627500000,22000,,22000,22000
12/20/16,11/21/16,0,North America,Partner - OnPremise Product,Closed Lost,,48624487522630600000,49500,16500,66000,49500
4/5/17,11/29/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,69163264586191100000,22000,,22000,22000
8/7/17,12/8/16,1,North America,Direct - Cloud Product,Closed Lost,3 Years,95066072344168300000,44000,19200,96000,76800
5/23/17,12/9/16,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,43798424166862700000,36750,36750,147000,110250
1/17/17,12/13/16,0,North America,Direct - OnPremise Product,Closed Lost,,39702079508153100000,49500,16500,66000,49500
8/10/17,12/13/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,12210154236973800000,34030,11220,66000,54780
4/10/17,12/15/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,51069786879331400000,25600,19200,96000,76800
12/28/16,12/20/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,71409186715807600000,22400,28800,96000,67200
12/30/16,12/20/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,17986488594902500000,16000,48000,96000,48000
6/16/17,12/28/16,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,29447884532387000000,17600,13200,66000,52800
1/31/17,1/13/17,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,28896127687521400000,22000,,66000,66000
3/31/17,1/17/17,1,North America,Direct - Cloud Product,Closed Won - Paid,3 Years,31809945082039400000,60006,149625,262500,112875
3/13/17,1/20/17,0,North America,Partner - OnPremise Product,Closed Lost,Annual,61623116809774700000,49000,,49000,49000
3/6/17,1/20/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,12195879220055700000,22000,,22000,22000
8/28/17,1/24/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,20658626234783000000,34850,9900,66000,56100
4/26/17,1/26/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,61991923261319000000,29930,17820,66000,48180
